city,lat,lon
Corinne,37.571,-81.3614
Lester,37.7349,-81.3015
Robinette,37.7855,-81.7879
Clarksburg,39.2863,-80.32300000000001
Windsor Heights,40.1914,-80.6647
Buckhannon,38.9927,-80.2282
Bramwell,37.327,-81.3129
Delbarton,37.7052,-82.1861
Blennerhassett,39.2562,-81.6316
Brookhaven,39.6062,-79.8812
Chauncey,37.7652,-81.9834
Junior,38.9783,-79.9506
Parcoal,38.4604,-80.3731
Bluewell,37.3144,-81.2581
Whitmer,38.8148,-79.5451
Lumberport,39.3742,-80.3484
Rupert,37.9649,-80.687
East Dailey,38.7795,-79.8911
Belva,38.2327,-81.1894
Fayetteville,38.0622,-81.1084
Buffalo,38.6117,-81.98200000000001
Glen Jean,37.9271,-81.1532
Friendly,39.5136,-81.0619
Crum,37.9095,-82.447
Monongah,39.4598,-80.2185
Hepzibah,39.3309,-80.3341
Birch River,38.4961,-80.7497
Stonewood,39.2501,-80.3054
Ghent,37.6221,-81.1057
Cheat Lake,39.6672,-79.8565
Hedgesville,39.5544,-77.9944
Reedy,38.8997,-81.4264
Oak Hill,37.9844,-81.1277
Big Chimney,38.4119,-81.5374
Lavalette,38.3224,-82.4479
Elkview,38.4327,-81.4771
Charlton Heights,38.1255,-81.2333
Shady Spring,37.7033,-81.0912
Point Pleasant,38.8529,-82.1303
Worthington,39.4568,-80.2636
Itmann,37.5734,-81.4146
Ravenswood,38.9561,-81.7619
Fort Gay,38.1203,-82.5952
Mineralwells,39.1807,-81.513
Huntington,38.4109,-82.4344
Culloden,38.4159,-82.0722
Frank,38.5462,-79.808
Despard,39.2874,-80.3158
Davis,39.1266,-79.4609
Covel,37.4906,-81.3194
East Bank,38.2153,-81.444
Nitro,38.4119,-81.8194
Weirton,40.406,-80.5671
Camden-on-Gauley,38.3686,-80.5973
Terra Alta,39.4442,-79.5435
Huntersville,38.1859,-80.0152
Williamson,37.6741,-82.271
Stollings,37.8409,-81.9624
Pratt,38.2082,-81.3868
Parkersburg,39.2624,-81.5419
Montgomery,38.1741,-81.3241
Pentress,39.7101,-80.1685
Spelter,39.3431,-80.3163
Ceredo,38.3951,-82.554
Littleton,39.7024,-80.5147
Crab Orchard,37.741,-81.2299
Prichard,38.2362,-82.6028
Pageton,37.3599,-81.4648
Amherstdale,37.7799,-81.8183
New Cumberland,40.5072,-80.6115
Ansted,38.1357,-81.1038
Shepherdstown,39.4318,-77.8048
Craigsville,38.3246,-80.645
Bowden,38.9092,-79.7089
Alum Creek,38.2876,-81.833
Chelyan,38.1958,-81.4928
Richwood,38.2221,-80.5363
Gilbert,37.6142,-81.8689
Daniels,37.724000000000004,-81.1267
Neibert,37.7861,-81.9341
Hooverson Heights,40.319,-80.5825
Bergoo,38.4851,-80.2981
Kimball,37.4268,-81.5078
Rachel,39.5207,-80.2997
Ridgeley,39.6432,-78.7711
Hendricks,39.0754,-79.6299
Elkins,38.9237,-79.8541
Nutter Fort,39.2604,-80.3265
Kincaid,38.0381,-81.2759
Fort Ashby,39.4973,-78.7646
Star City,39.6587,-79.9868
McConnell,37.8282,-81.9652
Gypsy,39.3648,-80.307
Galloway,39.2339,-80.1277
Montcalm,37.3516,-81.2515
Hurricane,38.4294,-82.0169
Keystone,37.4158,-81.4463
Valley Head,38.5472,-80.032
White Hall,39.4239,-80.1889
Great Cacapon,39.6144,-78.2857
McMechen,39.9854,-80.7335
St. Marys,39.4023,-81.1951
Van,37.9713,-81.7138
Coal City,37.6776,-81.218
Sarah Ann,37.7086,-81.9881
Bud,37.5329,-81.3821
Falls View,38.1297,-81.2539
Addison,38.4782,-80.4082
Romney,39.3454,-78.7564
Sistersville,39.5599,-80.9987
Jacksonburg,39.5304,-80.6404
Fenwick,38.2288,-80.5805
Rivesville,39.5319,-80.1205
Davy,37.4759,-81.6474
Montrose,39.0674,-79.8144
Brush Fork,37.2805,-81.245
Paauilo,20.0397,-155.3696
Discovery Harbour,19.0415,-155.6254
Haena,22.2186,-159.561
Ualapue,21.0704,-156.8355
Waikane,21.4921,-157.8721
Kapalua,20.9959,-156.6418
Nanakuli,21.3892,-158.1445
Puhi,21.9622,-159.3918
West Loch Estate,21.3617,-158.0246
Ewa Gentry,21.3344,-158.0262
Keaau,19.6156,-155.0372
Puako,19.9389,-155.8604
Hauula,21.6111,-157.9118
Omao,21.9236,-159.4814
Makakilo,21.3591,-158.0813
Schofield Barracks,21.4936,-158.0617
Ewa Villages,21.3418,-158.039
Kaaawa,21.5485,-157.8534
Heeia,21.4211,-157.8203
Waipahu,21.3858,-158.0103
Kahului,20.8715,-156.4603
Kahuku,21.6793,-157.9473
Pearl City,21.4031,-157.9566
Ahuimanu,21.4379,-157.8404
Kalaheo,21.9159,-159.5236
Maunaloa,21.1334,-157.2123
Captain Cook,19.4995,-155.8937
Kapaau,20.2267,-155.805
Haiku-Pauwela,20.9156,-156.3022
Hawi,20.2392,-155.8305
Mililani Town,21.4465,-158.0147
Wainiha,22.1983,-159.5456
Papaikou,19.7917,-155.0962
Kawela Bay,21.6991,-158.0026
Honomu,19.8695,-155.1124
Kahaluu,21.4576,-157.8453
Halawa,21.3754,-157.9185
Pahala,19.1995,-155.4793
Lahaina,20.8848,-156.6618
Hanalei,22.2041,-159.4977
Honokaa,20.0746,-155.4656
Volcano,19.48,-155.2487
Pupukea,21.6511,-158.0436
Laie,21.6443,-157.928
Hilo,19.6886,-155.0864
Hawaiian Beaches,19.5423,-154.9223
Kaunakakai,21.0905,-156.9981
Waimea,20.0124,-155.6378
Punaluu,21.5811,-157.8901
Makaha Valley,21.4842,-158.1854
Kurtistown,19.5833,-155.0721
Wailua,22.055,-159.3406
Kapaa,22.090999999999998,-159.352
Kaneohe Station,21.4451,-157.7515
Pakala Village,21.9445,-159.6436
Honolulu,21.3294,-157.846
Wailea,20.6873,-156.4291
Haleiwa,21.5871,-158.1074
Fern Forest,19.4648,-155.1324
Kahaluu-Keauhou,19.5726,-155.958
Waimalu,21.3913,-157.9345
Paia,20.9062,-156.3678
Princeville,22.2177,-159.4809
Waiohinu,19.0716,-155.6143
Kukuihaele,20.1195,-155.5654
Kapolei,21.3403,-158.0665
Eleele,21.9088,-159.5801
Paukaa,19.7625,-155.0948
Kalaeloa,21.3215,-158.0812
Whitmore Village,21.511999999999997,-158.0273
Ewa Beach,21.3181,-158.0073
Pahoa,19.4961,-154.9454
Lihue,21.9728,-159.3541
Wheeler AFB,21.4735,-158.0346
Waianae,21.4569,-158.1759
Fern Acres,19.5082,-155.0785
Kaanapali,20.9276,-156.6795
Haliimaile,20.8671,-156.3381
Eden Roc,19.4917,-155.0958
Honalo,19.5787,-155.90200000000002
Maalaea,20.8047,-156.4898
Launiupoko,20.8541,-156.6424
Waikele,21.4025,-158.0058
Aiea,21.3865,-157.9232
Keokea,20.7211,-156.3625
Nanawale Estates,19.5042,-154.9117
Koloa,21.903000000000002,-159.461
Ko Olina,21.3378,-158.1188
Hawaiian Ocean View,19.0959,-155.7749
Waikapu,20.8391,-156.5221
Waimanalo,21.3421,-157.7303
Honaunau-Napoopoo,19.4538,-155.8588
East Honolulu,21.2975,-157.7211
Hanapepe,21.914,-159.5874
Hana,20.772,-156.0107
Hawaiian Paradise Park,19.5828,-154.9693
Naalehu,19.0698,-155.5751
Waipio,21.4143,-157.9966
Kekaha,21.9684,-159.7141
Kualapuu,21.1563,-157.0591
Kihei,20.7653,-156.4454
Mountain View,19.5358,-155.1596
Kaumakani,21.9187,-159.6241
Olowalu,20.8222,-156.6169
Wailua Homesteads,22.065,-159.3771
Makawao,20.848000000000003,-156.319
Pukalani,20.8329,-156.3415
Manele,20.7419,-156.9012
Orchidlands Estates,19.557000000000002,-155.0142
Kula,20.7706,-156.3284
Royal Kunia,21.4053,-158.0318
Makaha,21.4735,-158.2103
Mililani Mauka,21.4756,-157.9947
Mokuleia,21.5775,-158.1487
Makena,20.631,-156.4252
Waihee-Waiehu,20.9188,-156.5063
Ocean Pointe,21.3145,-158.0289
Waimanalo Beach,21.3288,-157.6975
Holualoa,19.6238,-155.9269
Olinda,20.8261,-156.2917
Kalaoa,19.7369,-156.0122
Kealakekua,19.5286,-155.9033
Kalihiwai,22.2165,-159.4405
Pepeekeo,19.8316,-155.1061
Kailua,21.392,-157.7396
Kaneohe,21.4062,-157.7904
Napili-Honokowai,20.9767,-156.6646
Wainaku,19.7449,-155.0985
Hickam Housing,21.3311,-157.9475
Hawaiian Acres,19.5325,-155.0497
Laupahoehoe,19.9749,-155.238
Wailuku,20.8834,-156.5059
Waialua,21.566,-158.1198
Leilani Estates,19.4659,-154.9157
Halaula,20.226,-155.7816
Poipu,21.8834,-159.46
Lawai,21.9203,-159.5006
Maili,21.4134,-158.1702
Anahola,22.1455,-159.3151
Waipio Acres,21.4689,-158.0173
Iroquois Point,21.3232,-157.9775
Wahiawa,21.5004,-158.0198
Ainaloa,19.5214,-154.9944
Lanai City,20.8279,-156.9147
Maunawili,21.3667,-157.7713
Mahinahina,20.9539,-156.6565
Kilauea,22.2108,-159.3964
Hanamaulu,21.9954,-159.3493
Waikoloa Village,19.9285,-155.8185
North Key Largo,25.2574,-80.3242
Trenton,29.6092,-82.8146
Wilton Manors,26.1593,-80.1395
Chumuckla,30.7826,-87.2309
Sanford,28.7893,-81.27600000000001
Micanopy,29.506,-82.2806
Tamarac,26.2057,-80.2549
Asbury Lake,30.0472,-81.7855
Mary Esther,30.4127,-86.6588
Timber Pines,28.469,-82.5999
Surfside,25.8787,-80.125
Sawgrass,30.19,-81.3704
Mims,28.6928,-80.8468
Royal Palm Estates,26.6815,-80.1265
Roeville,30.6838,-86.994
Oak Ridge,28.4727,-81.4169
Fidelis,30.9343,-87.0246
Niceville,30.529,-86.4753
Crystal Springs,28.183000000000003,-82.1539
Laurel Hill,30.964000000000002,-86.4561
Munson,30.8418,-86.887
High Point,28.5474,-82.5206
Beacon Square,28.2118,-82.7504
Ruskin,27.7065,-82.4209
Olympia Heights,25.7241,-80.339
Midway,30.4992,-84.4582
Palm Beach Gardens,26.8486,-80.166
Marianna,30.7943,-85.226
Aucilla,30.476999999999997,-83.7604
Heathrow,28.7754,-81.3721
South Highpoint,27.9087,-82.7162
Live Oak,30.2956,-82.9847
West Vero Corridor,27.6378,-80.4855
Fruitville,27.3328,-82.4616
Pine Castle,28.4651,-81.374
Progress Village,27.8832,-82.3593
Panacea,30.0282,-84.3936
Wewahitchka,30.1148,-85.1935
Vamo,27.2254,-82.4944
Tampa,27.9942,-82.4451
Laguna Beach,30.2549,-85.9511
DeBary,28.8815,-81.324
Cooper City,26.0463,-80.2862
Inverness Highlands South,28.8006,-82.3372
Myrtle Grove,30.4158,-87.3028
Raleigh,29.4479,-82.46799999999999
Lely Resort,26.0889,-81.7031
Kenneth City,27.8155,-82.7162
Campbellton,30.9505,-85.4025
Center Hill,28.6335,-81.9986
Nokomis,27.1227,-82.43700000000001
West DeLand,29.0162,-81.3343
Margate,26.2466,-80.2119
Harlem,26.7325,-80.9518
Lockhart,28.6271,-81.4354
Venice Gardens,27.0694,-82.4054
Plantation,26.125999999999998,-80.2617
Lake Worth,26.6195,-80.0591
Berrydale,30.8982,-87.035
Hypoluxo,26.5634,-80.0531
Lecanto,28.8359,-82.488
Hernando,28.9451,-82.3781
Glencoe,28.9999,-80.9602
Buenaventura Lakes,28.3349,-81.3539
Astor,29.1635,-81.5349
Suncoast Estates,26.7123,-81.8684
Kensington Park,27.3591,-82.4932
Coconut Creek,26.2802,-80.1842
Sunny Isles Beach,25.9385,-80.1246
Pensacola,30.4427,-87.1886
Horseshoe Beach,29.4498,-83.2819
Ponce de Leon,30.7234,-85.9374
St. James City,26.5507,-82.098
Fort Pierce South,27.4096,-80.3538
Miami Gardens,25.9433,-80.2426
Largo,27.9088,-82.7712
Cabana Colony,26.8554,-80.0864
Country Club,25.9407,-80.3102
St. Augustine South,29.8449,-81.3156
Lake Panasoffkee,28.7878,-82.1318
Montverde,28.5971,-81.6787
Ridge Wood Heights,27.2874,-82.5137
Feather Sound,27.9061,-82.6813
Gulfport,27.7463,-82.71
Hollywood,26.0294,-80.1679
South Palm Beach,26.5899,-80.039
Gulf Breeze,30.3685,-87.1769
Kissimmee,28.3042,-81.4164
Elfers,28.214000000000002,-82.723
Lake Lindsey,28.6322,-82.3616
Medley,25.8646,-80.3516
Lake Sarasota,27.2916,-82.43700000000001
Esto,30.9819,-85.6429
Manatee Road,29.5147,-82.9186
Indian Creek,25.8783,-80.137
Pebble Creek,28.1583,-82.3411
North Miami Beach,25.9302,-80.166
Lake Hart,28.3851,-81.2322
Virginia Gardens,25.8095,-80.2974
East Palatka,29.6502,-81.5998
Shalimar,30.4434,-86.5831
Sewall's Point,27.197,-80.1982
Medulla,27.956999999999997,-81.9866
The Hammocks,25.67,-80.4483
Merritt Island,28.3146,-80.6713
Silver Lake,28.8436,-81.8009
Goulding,30.4396,-87.23
Mulat,30.5595,-87.1297
Steinhatchee,29.6795,-83.3837
Franklin Park,26.134,-80.1762
Tildenville,28.5385,-81.6026
Ebro,30.4369,-85.8791
Jasmine Estates,28.293000000000003,-82.6907
Orlovista,28.5441,-81.4629
Manasota Key,26.9226,-82.3537
Waukeenah,30.401999999999997,-83.96
Naples Park,26.2633,-81.8094
McIntosh,29.4494,-82.2211
Haverhill,26.6909,-80.1217
Vernon,30.6197,-85.7062
Doctor Phillips,28.4476,-81.4922
Lighthouse Point,26.2785,-80.0891
Bunnell,29.4198,-81.3235
Apollo Beach,27.7618,-82.4002
Fanning Springs,29.5873,-82.9245
Williston Highlands,29.3336,-82.5357
Lake Harbor,26.6885,-80.8079
St. George Island,29.651999999999997,-84.8881
Celebration,28.3102,-81.551
Homeland,27.8181,-81.8269
South Bay,26.6784,-80.7269
New Port Richey,28.2468,-82.7169
Black Hammock,28.7107,-81.1801
Seville,29.3364,-81.5065
Oakland Park,26.178,-80.1528
Poinciana,28.1217,-81.482
Edgewater,28.962,-80.9415
Briny Breezes,26.5091,-80.0543
Matlacha,26.6304,-82.0719
Ocoee,28.5787,-81.5337
Melbourne Beach,28.0668,-80.561
Brooksville,28.5405,-82.3903
Pine Island Center,26.6352,-82.1253
De Leon Springs,29.1172,-81.3517
Cape Canaveral,28.3933,-80.605
South Apopka,28.6569,-81.5056
Flagler Beach,29.4714,-81.1302
Cross City,29.6386,-83.1248
Campbell,28.2603,-81.4525
Heritage Pines,28.4267,-82.6254
Tavernier,25.0188,-80.5132
Richmond Heights,25.6347,-80.372
Gretna,30.5901,-84.686
Wright,30.4444,-86.64200000000001
Gladeview,25.8395,-80.2368
Charlotte Park,26.9031,-82.0486
Mayo,30.0511,-83.1768
Bal Harbour,25.8935,-80.1258
Lake Mystic,30.3906,-84.9857
West Pensacola,30.4263,-87.2679
Bonifay,30.7826,-85.6845
Bay Harbor Islands,25.8878,-80.1335
Orlando,28.4772,-81.3369
St. Petersburg,27.793000000000003,-82.6652
Cheval,28.1459,-82.5185
Yeehaw Junction,27.6993,-80.8871
Captiva,26.5205,-82.191
Taylor Creek,27.2172,-80.7927
St. Pete Beach,27.7235,-82.7387
Siesta Key,27.2779,-82.5516
Titusville,28.5727,-80.8193
Glenvar Heights,25.709,-80.3156
Christmas,28.5606,-81.0201
Lake Helen,28.9828,-81.2306
Hallandale Beach,25.9854,-80.1423
Naranja,25.5164,-80.4221
Crestview,30.7481,-86.5784
Ives Estates,25.9632,-80.183
June Park,28.0718,-80.6874
Point Baker,30.6851,-87.0522
Port Salerno,27.1461,-80.1895
Palatka,29.6493,-81.6704
Ensley,30.5261,-87.2735
Palm Beach,26.6932,-80.0406
Crystal River,28.8964,-82.5991
Daytona Beach,29.1994,-81.0982
Palm Springs,26.6349,-80.0968
Ponce Inlet,29.0928,-80.9474
Buckingham,26.6615,-81.7399
Holmes Beach,27.5107,-82.7152
Palmetto,27.5251,-82.5751
Fort Myers Shores,26.7135,-81.7383
Jupiter,26.9199,-80.1128
Fish Hawk,27.8511,-82.2164
Highland Park,27.8614,-81.5618
Miami Shores,25.866999999999997,-80.1779
Orchid,27.7733,-80.4182
San Antonio,28.3394,-82.2787
Solana,26.9388,-82.0278
Viera East,28.261,-80.715
Lake Hamilton,28.0478,-81.627
Highland City,27.9633,-81.8781
Fort Myers,26.6195,-81.8303
Venice,27.1164,-82.4135
Island Walk,26.250999999999998,-81.711
Oakleaf Plantation,30.1689,-81.8337
Union Park,28.5645,-81.2354
Tavares,28.7926,-81.7366
Zephyrhills,28.2405,-82.1796
Plant City,28.014,-82.1201
Harbour Heights,26.9928,-82.0072
Lantana,26.5834,-80.0564
Fort Myers Beach,26.4323,-81.9167
South Sarasota,27.2856,-82.5333
Caryville,30.7753,-85.81200000000001
East Williston,29.3883,-82.4165
Daytona Beach Shores,29.1725,-80.98100000000001
Tequesta,26.9618,-80.1011
Yankeetown,29.0334,-82.7326
Acacia Villas,26.6458,-80.1104
Paradise Heights,28.6237,-81.5439
Wacissa,30.3566,-83.9937
Grant-Valkaria,27.9322,-80.5655
Egypt Lake-Leto,28.0177,-82.5062
Southgate,27.3082,-82.5096
South Miami Heights,25.5886,-80.3862
Frostproof,27.7494,-81.5252
The Villages,28.9021,-81.9888
Istachatta,28.6633,-82.2726
Ellenton,27.5266,-82.5261
Immokalee,26.4253,-81.4251
East Milton,30.6175,-86.9636
Eustis,28.855999999999998,-81.6781
Paxton,30.9746,-86.3099
San Castle,26.5651,-80.0611
Branford,29.962,-82.9238
Cypress Lake,26.5391,-81.9
Sharpes,28.4368,-80.7555
Westwood Lakes,25.7237,-80.3717
Westview,25.8826,-80.2415
Wabasso,27.7478,-80.4363
Ocean Ridge,26.5287,-80.0499
Orange Park,30.1706,-81.7041
Reddick,29.3687,-82.1976
Osprey,27.1914,-82.48
Winter Park,28.5987,-81.3438
"Islamorada, Village of Islands",24.9408,-80.6097
Altamonte Springs,28.6615,-81.3953
Madeira Beach,27.7985,-82.7887
East Lake-Orient Park,27.9971,-82.3653
Callaway,30.1346,-85.5572
Crawfordville,30.1996,-84.3634
Belleview,29.0611,-82.0565
Fruitland Park,28.8601,-81.9191
St. Augustine Beach,29.8414,-81.2713
Tierra Verde,27.6684,-82.73
Dade City North,28.3837,-82.1943
Lely,26.1032,-81.7297
Fernandina Beach,30.658,-81.4504
Azalea Park,28.5474,-81.2956
Mango,27.9915,-82.307
Fort Walton Beach,30.4249,-86.6193
Belleair Shore,27.9173,-82.8455
Spring Hill,28.4797,-82.53
Big Pine Key,24.6893,-81.3676
Estero,26.4277,-81.7951
Cobbtown,30.8823,-87.1212
Gulf Gate Estates,27.2587,-82.5065
Mount Plymouth,28.8024,-81.5351
Trilby,28.4564,-82.194
South Venice,27.0435,-82.4152
Cypress Quarters,27.2479,-80.8115
Forest City,28.6619,-81.4443
Eastpoint,29.7548,-84.8693
Palm Beach Shores,26.7774,-80.0368
Pine Hills,28.5818,-81.4693
Marineland,29.6656,-81.2138
Lehigh Acres,26.612,-81.6388
Safety Harbor,28.008000000000003,-82.6965
Oviedo,28.658,-81.1872
Ridgecrest,27.8952,-82.8064
Belle Glade,26.6919,-80.6672
Sunrise,26.1547,-80.2997
Gonzalez,30.5822,-87.2906
Royal Palm Beach,26.7038,-80.2241
Wauchula,27.5469,-81.8103
Dunedin,28.0329,-82.7863
Hialeah Gardens,25.8878,-80.3569
Wahneta,27.9574,-81.7288
Malabar,27.9885,-80.5781
Ona,27.483,-81.9098
Westlake,26.7549,-80.2984
Pinellas Park,27.8589,-82.7076
Lady Lake,28.924,-81.93
Fisher Island,25.7607,-80.1416
Palmetto Bay,25.622,-80.3222
Florida Ridge,27.5805,-80.3848
Hilliard,30.6865,-81.9212
Fort Pierce,27.4256,-80.343
Belleair Beach,27.9242,-82.8358
Port Orange,29.1084,-81.0137
Limestone Creek,26.9433,-80.1408
Newberry,29.6351,-82.6047
White Springs,30.3317,-82.7562
Indialantic,28.087,-80.57
Orange City,28.9349,-81.2882
Marathon,24.7262,-81.0376
Clearwater,27.9788,-82.7624
Crescent Beach,29.7357,-81.2414
Wedgefield,28.4847,-81.0808
Port St. Joe,29.8267,-85.3069
Valrico,27.9193,-82.2293
Villas,26.5505,-81.8678
Lynn Haven,30.2362,-85.6387
Richmond West,25.6105,-80.4297
Neptune Beach,30.3165,-81.4118
Sunset,25.7061,-80.35300000000001
Cortez,27.4668,-82.6688
Panama City Beach,30.2369,-85.8774
Chuluota,28.638,-81.1158
Aventura,25.9565,-80.1372
Williston,29.3734,-82.4578
Fuller Heights,27.9226,-81.9978
North Bay Village,25.8487,-80.1535
DeFuniak Springs,30.7122,-86.1208
Greenbriar,28.0112,-82.7523
Rockledge,28.3201,-80.732
Key Biscayne,25.6908,-80.1653
Homestead,25.4665,-80.4472
Fountainebleau,25.7723,-80.3458
Roosevelt Gardens,26.1407,-80.1809
Dickerson City,30.4826,-87.0651
Bithlo,28.5644,-81.1074
Lake Belvedere Estates,26.6888,-80.1371
Raiford,30.0638,-82.23899999999999
Southeast Arcadia,27.1862,-81.8521
Pretty Bayou,30.1976,-85.6975
Juno Beach,26.8754,-80.0589
Ocala,29.178,-82.1511
North Port,27.0577,-82.1975
Bay Lake,28.3869,-81.5756
East Lake,28.1205,-82.6868
Indian Shores,27.8536,-82.8438
Stock Island,24.5658,-81.7351
Hutchinson Island South,27.3243,-80.2425
Miramar Beach,30.3854,-86.3443
Nassau Village-Ratliff,30.5109,-81.8088
East Bronson,29.4593,-82.5905
Longboat Key,27.3926,-82.6341
Sun City Center,27.7149,-82.3569
Weeki Wachee Gardens,28.5375,-82.6208
Golden Gate,26.1844,-81.7031
San Carlos Park,26.4765,-81.8193
Lake Mack-Forest Hills,29.0006,-81.42399999999999
Riviera Beach,26.7812,-80.0741
Hillsboro Pines,26.3253,-80.1947
West Park,25.984,-80.1923
Avon Park,27.5908,-81.5081
Zephyrhills West,28.2312,-82.2052
Alva,26.7188,-81.6269
Olga,26.7113,-81.695
Keystone Heights,29.7812,-82.03399999999999
South Bradenton,27.4612,-82.5821
Sweetwater,25.7786,-80.376
Destin,30.395,-86.4701
Brownsdale,30.8859,-87.2218
McGregor,26.5611,-81.9134
Silver Springs Shores,29.1031,-82.005
Lutz,28.1396,-82.4467
Lake Magdalene,28.0875,-82.4791
Alturas,27.8419,-81.6952
Belleair,27.9365,-82.8114
Bay Hill,28.4558,-81.5122
Big Coppitt Key,24.5915,-81.6574
Palm Bay,27.955,-80.6628
Whitfield,27.4116,-82.5659
Key Colony Beach,24.7233,-81.0215
Horizon West,28.4417,-81.6145
Hill 'n Dale,28.519000000000002,-82.2918
Cottondale,30.7891,-85.3643
Starke,29.9474,-82.1129
Viera West,28.243000000000002,-80.7368
Three Oaks,26.4738,-81.796
Lemon Grove,27.5765,-81.63600000000001
Apopka,28.7013,-81.5303
Fleming Island,30.0988,-81.7124
Englewood,26.9603,-82.3535
Grove City,26.9071,-82.3258
Boulevard Gardens,26.1252,-80.1822
Moore Haven,26.8338,-81.0985
West Lealman,27.8191,-82.7385
South Pasadena,27.7526,-82.7394
Fort Green Springs,27.5876,-81.9402
Pioneer,26.7258,-81.219
Miami Lakes,25.9125,-80.3214
North Miami,25.9007,-80.1686
Cutler Bay,25.5765,-80.3356
Jennings,30.5968,-83.10700000000001
Lake Buena Vista,28.379,-81.5262
Winter Haven,28.0118,-81.7017
Vero Beach,27.6463,-80.393
Haines City,28.11,-81.6157
Punta Rassa,26.5036,-81.9998
Jasper,30.5064,-82.9541
Ormond-by-the-Sea,29.3437,-81.0677
Southwest Ranches,26.0477,-80.3752
Glen Ridge,26.6715,-80.0753
Otter Creek,29.3238,-82.7734
Eglin AFB,30.4592,-86.5499
Warrington,30.3821,-87.2944
Golden Beach,25.965999999999998,-80.12100000000001
Willow Oak,27.9216,-82.0244
Buckhead Ridge,27.133000000000003,-80.8868
Beverly Hills,28.9175,-82.4541
Pine Ridge,28.933000000000003,-82.4761
Lake Mary,28.7592,-81.336
Allentown,30.7736,-87.0808
South Brooksville,28.5243,-82.4158
Middleburg,30.0502,-81.9011
St. Augustine,29.8977,-81.31
Hawthorne,29.5922,-82.0916
Havana,30.6298,-84.4133
Maitland,28.6295,-81.3718
Marco Island,25.933000000000003,-81.6993
Key West,24.5637,-81.7768
Biscayne Park,25.8817,-80.1813
Penney Farms,29.9807,-81.8108
Chattahoochee,30.6977,-84.8341
Indian Harbour Beach,28.1529,-80.5976
Atlantic Beach,30.3372,-81.4128
Rio Pinar,28.5271,-81.2628
Holden Heights,28.5013,-81.3877
Freeport,30.504,-86.139
Hialeah,25.8696,-80.3046
Zellwood,28.7301,-81.5915
Northdale,28.1058,-82.5263
Sarasota,27.3386,-82.54299999999999
Andrews,29.5482,-82.88799999999999
Gibsonton,27.826,-82.3761
Miami Beach,25.8171,-80.1396
Bellair-Meadowbrook Terrace,30.1796,-81.7375
Westgate,26.6994,-80.0989
Land O' Lakes,28.2075,-82.4476
Bellview,30.462,-87.31200000000001
Seminole,27.8434,-82.7839
Zephyrhills North,28.2519,-82.1653
Inverness,28.8397,-82.3437
Nobleton,28.6451,-82.262
Melbourne Village,28.088,-80.6652
Bardmoor,27.8575,-82.7534
Navarre Beach,30.383000000000003,-86.8879
Tangelo Park,28.456,-81.4465
Charleston Park,26.7057,-81.5806
Coral Terrace,25.7464,-80.3049
Valparaiso,30.4926,-86.5079
Kenwood Estates,26.6276,-80.1151
Key Largo,25.1224,-80.41199999999999
Pahokee,26.8202,-80.6622
Jensen Beach,27.2438,-80.2423
Aripeka,28.4308,-82.6669
Florida City,25.4418,-80.4685
Garcon Point,30.4759,-87.0899
Cape Coral,26.6445,-81.9955
Pinewood,25.8697,-80.2174
Citrus Springs,28.9931,-82.4595
Pinecrest,25.665,-80.3042
Wildwood,28.8014,-82.0058
Tallahassee,30.4551,-84.2527
St. Augustine Shores,29.8039,-81.3086
Chipley,30.7752,-85.5406
St. Leo,28.3361,-82.259
Alachua,29.7781,-82.4828
Fern Park,28.6484,-81.3457
Seffner,27.9981,-82.2735
Citrus Hills,28.886999999999997,-82.4311
Jupiter Inlet Colony,26.948,-80.0755
South Beach,27.5883,-80.3435
Yulee,30.635,-81.5678
Pittman,28.9967,-81.6462
University Park,25.7469,-80.3684
Alford,30.6967,-85.3952
Sarasota Springs,27.3092,-82.4788
White City,27.3722,-80.3403
West Samoset,27.4703,-82.5552
Taft,28.4283,-81.3677
Deltona,28.905,-81.2136
Gifford,27.6747,-80.4102
Bee Ridge,27.2855,-82.4731
Perry,30.109,-83.5821
Casselberry,28.6625,-81.3218
Homosassa Springs,28.8118,-82.5392
Cocoa West,28.3595,-80.7712
Beverly Beach,29.5165,-81.1475
Weeki Wachee,28.517,-82.5774
Thonotosassa,28.0464,-82.291
Flagler Estates,29.6442,-81.457
Delray Beach,26.455,-80.0905
Limestone,27.3672,-81.9048
Palm Shores,28.1918,-80.6593
Noma,30.9802,-85.6223
Samoset,27.4752,-82.54299999999999
Schall Circle,26.7152,-80.1143
Mexico Beach,29.948,-85.4157
Everglades,25.8579,-81.3862
Sebastian,27.7883,-80.4815
Whiskey Creek,26.5733,-81.8903
Wellington,26.6464,-80.2706
Lauderhill,26.1605,-80.2242
Jupiter Island,27.0451,-80.1101
Tamiami,25.7556,-80.4016
Roseland,27.8361,-80.4884
Winter Garden,28.5421,-81.5966
Loughman,28.238000000000003,-81.5682
Woodlawn Beach,30.3861,-86.9931
North Sarasota,27.3711,-82.5177
Grenelefe,28.0579,-81.5538
Bayshore Gardens,27.4345,-82.5794
North River Shores,27.2223,-80.2738
Lakeland Highlands,27.9572,-81.9496
Golf,26.5043,-80.109
Hunters Creek,28.3611,-81.4357
Lacoochee,28.4655,-82.1698
Fussels Corner,28.0574,-81.861
Lake Park,26.7998,-80.0685
Washington Park,26.1304,-80.1801
