city,lat,lon
Fairlawn,37.1476,-80.5567
Timberville,38.6341,-78.773
Bensley,37.446999999999996,-77.442
Elliston,37.2162,-80.2245
Toms Brook,38.9465,-78.44
Quantico Base,38.5228,-77.3187
Oak Level,36.7944,-79.9392
Horse Pasture,36.6313,-79.9514
Chincoteague,37.9591,-75.3496
Lake Caroline,37.9856,-77.5244
Cheriton,37.2919,-75.968
Eastville,37.3511,-75.9402
Moorefield Station,38.9981,-77.4971
Chase Crossing,37.7604,-75.6658
Dulles Town Center,39.0265,-77.4196
Dante,36.9792,-82.296
Basye,38.8181,-78.7659
Glade Spring,36.7899,-81.7726
St. Charles,36.8052,-83.0575
Urbanna,37.6395,-76.5747
Seven Corners,38.8658,-77.1445
George Mason,38.8356,-77.3186
Culpeper,38.4705,-78.0001
Troutdale,36.7022,-81.4413
Stephens City,39.0902,-78.223
Drakes Branch,36.9933,-78.6009
Wolf Trap,38.9395,-77.2842
Mount Sidney,38.2586,-78.9654
Floris,38.9347,-77.4083
North Springfield,38.8024,-77.2028
Lowes Island,39.047,-77.3524
Laymantown,37.3628,-79.8525
Sperryville,38.6562,-78.2322
Gate City,36.6401,-82.5782
Montclair,38.6111,-77.34
Camptown,36.6833,-76.8964
Tasley,37.7125,-75.6971
Cats Bridge,37.5491,-75.7797
Jarratt,36.816,-77.4689
Bloxom,37.8293,-75.6214
Warm Springs,38.0463,-79.7826
Woodburn,38.8503,-77.2322
Lyndhurst,38.0221,-78.9516
Fairview Beach,38.3282,-77.2423
Sudley,38.7878,-77.4961
Virgilina,36.5463,-78.7755
Newport News,37.1051,-76.5185
Yorkshire,38.7882,-77.4495
Kings Park West,38.8151,-77.296
Surry,37.1371,-76.8333
Nelsonia,37.8224,-75.5895
Pantops,38.0308,-78.4444
Clifton Forge,37.8232,-79.825
Sherando,37.9889,-78.9442
Crewe,37.1812,-78.1307
Lake Ridge,38.6843,-77.3059
New Church,37.9826,-75.5292
Daleville,37.415,-79.9132
Bealeton,38.5822,-77.7781
Phenix,37.0811,-78.7485
Lake Barcroft,38.8514,-77.1579
Callaghan,37.8112,-80.0871
Shenandoah Retreat,39.1373,-77.8637
Manassas,38.7479,-77.4838
Falls Church,38.8847,-77.1751
Nokesville,38.694,-77.5757
Linton Hall,38.7551,-77.575
Mount Crawford,38.36,-78.9413
Jolivue,38.1149,-79.0668
Woodstock,38.875,-78.516
Tangier,37.8235,-75.9934
Prince George,37.2209,-77.2683
Narrows,37.3315,-80.8083
Idylwood,38.8896,-77.2055
Potomac Mills,38.6547,-77.3012
Hampden-Sydney,37.2415,-78.4693
Cherry Hill,38.5696,-77.2895
Nickelsville,36.7517,-82.416
Shenandoah Shores,38.9621,-78.1414
Patrick Springs,36.6344,-80.1985
Parksley,37.7863,-75.6539
Rich Creek,37.3832,-80.8204
Saltville,36.8751,-81.7642
Oak Hall,37.9308,-75.5469
Gwynn,37.4984,-76.2883
Bethel Manor,37.0973,-76.4244
Dumfries,38.567,-77.3233
Haysi,37.2151,-82.2931
Piney Mountain,38.1591,-78.4156
Hillsville,36.7613,-80.7372
Gasburg,36.5588,-77.8721
Broadlands,39.0168,-77.5167
Front Royal,38.926,-78.1838
Shawneeland,39.1976,-78.3464
Ivy,38.0611,-78.5987
Buckingham Courthouse,37.5541,-78.5514
Maurertown,38.9325,-78.4615
Atkins,36.8674,-81.3992
Short Pump,37.6549,-77.6201
Blue Ridge Shores,38.1091,-78.0234
Quantico,38.5224,-77.2902
Crozet,38.0645,-78.6962
Skyland Estates,38.9329,-78.085
Sandy Level,36.5645,-79.7276
Boydton,36.666,-78.3908
Union Hall,37.0205,-79.6833
Union Level,36.7071,-78.2319
Nassawadox,37.4763,-75.8591
Sugarland Run,39.0309,-77.3762
Loudoun Valley Estates,38.9801,-77.5082
Woodbridge,38.6569,-77.2403
Ruckersville,38.2314,-78.3756
Honaker,37.0156,-81.9685
Abingdon,36.7089,-81.9713
Burke Centre,38.7903,-77.2998
Merrifield,38.8731,-77.2426
Fishersville,38.1004,-78.9686
Benns Church,36.937,-76.5842
Occoquan,38.6825,-77.2606
Goochland,37.6973,-77.8944
Alberta,36.8552,-77.8937
Southside Chesconessex,37.7439,-75.7786
Hollins,37.3434,-79.9535
Dillwyn,37.5411,-78.4613
Metompkin,37.7671,-75.6054
Purcellville,39.1378,-77.711
Lovingston,37.7605,-78.8689
Glenvar,37.275999999999996,-80.1256
Chase City,36.7998,-78.461
Courtland,36.7123,-77.062
Grundy,37.2754,-82.0988
Deltaville,37.5525,-76.3331
Villa Heights,36.6981,-79.8994
Weber City,36.6236,-82.5631
Max Meadows,36.9798,-80.9678
Staunton,38.1593,-79.0611
Yogaville,37.6654,-78.6946
Countryside,39.0518,-77.4124
Melfa,37.6489,-75.7407
Harriston,38.211999999999996,-78.8283
Gratton,37.1351,-81.4212
Lake Monticello,37.921,-78.3295
Dahlgren,38.3444,-77.0624
Pastoria,37.7446,-75.6352
Charlottesville,38.0375,-78.4855
Grottoes,38.2692,-78.8252
Motley,37.0656,-79.3474
Charles City,37.3441,-77.0687
Adwolf,36.7929,-81.5927
Fairfax Station,38.7942,-77.3358
Lovettsville,39.2736,-77.6398
Flint Hill,38.7666,-78.1028
Newington,38.7358,-77.1993
Bland,37.1,-81.1161
Poquoson,37.1318,-76.3569
Wattsville,37.9304,-75.4953
West Springfield,38.7771,-77.2268
Draper,37.0012,-80.7373
Kingstowne,38.7625,-77.1445
Nathalie,36.9381,-78.9421
Newsoms,36.6262,-77.1248
Neabsco,38.6083,-77.2847
Deep Creek,37.763000000000005,-75.7549
Carrsville,36.7088,-76.8371
Fort Belvoir,38.7119,-77.1459
McKenney,36.9853,-77.7219
Stony Creek,36.948,-77.4
Coeburn,36.9445,-82.4696
Nottoway Court House,37.1272,-78.0734
Middlebrook,38.0552,-79.2182
Newington Forest,38.7371,-77.2339
Amelia Court House,37.3366,-77.9882
Matoaca,37.2313,-77.4679
Mappsburg,37.576,-75.7592
Brandermill,37.434,-77.6522
New River,37.141,-80.593
Arrington,37.6744,-78.8928
Esmont,37.8284,-78.5959
Clinchco,37.1588,-82.3562
Henry Fork,36.9679,-79.87100000000001
Harborton,37.6596,-75.8332
Cluster Springs,36.6128,-78.9221
Warfield,36.8976,-77.8193
Hallwood,37.8774,-75.5898
West Falls Church,38.8648,-77.1878
Dungannon,36.8285,-82.4681
Keysville,37.039,-78.4804
Clinchport,36.6781,-82.7451
Brodnax,36.7033,-78.0318
Savage Town,37.55,-75.7983
White Stone,37.644,-76.3897
Hybla Valley,38.7485,-77.0822
Meadow View,36.7638,-81.8729
Gloucester Point,37.2766,-76.5043
Lunenburg,36.9584,-78.2682
Suffolk,36.6953,-76.6398
Shenandoah Farms,38.9792,-78.0469
Pimmit Hills,38.9105,-77.1991
Modest Town,37.8169,-75.5611
King George,38.2807,-77.1896
Gloucester Courthouse,37.4053,-76.52600000000001
Bailey's Crossroads,38.8477,-77.1305
Appalachia,36.9098,-82.7882
Highland Springs,37.5516,-77.3285
Chantilly,38.8868,-77.4453
Franconia,38.7682,-77.1587
Pungoteague,37.6291,-75.8172
Oakton,38.8887,-77.3016
Fries,36.7139,-80.975
University Center,39.0601,-77.4445
Lake Land'Or,38.016999999999996,-77.5593
Mappsville,37.8433,-75.5689
Fair Oaks,38.8653,-77.3586
Lake of the Woods,38.3343,-77.7599
Augusta Springs,38.1079,-79.3352
Savageville,37.6826,-75.7591
Fancy Gap,36.6771,-80.6997
Chatmoss,36.6758,-79.7981
Duffield,36.7197,-82.796
Sedley,36.7753,-76.9862
University of Virginia,38.0405,-78.5163
McMullin,36.8179,-81.5775
South Boston,36.7132,-78.9135
Reston,38.9497,-77.3461
Southern Gateway,38.3489,-77.5036
Shawsville,37.1707,-80.2527
Pearisburg,37.3289,-80.7275
Charlotte Court House,37.0563,-78.6377
Lincolnia,38.8158,-77.1543
Tappahannock,37.9187,-76.8667
Spotsylvania Courthouse,38.1982,-77.5885
Pennington Gap,36.7594,-83.03
Rustburg,37.2712,-79.0962
Massanetta Springs,38.3899,-78.834
Gargatha,37.7905,-75.5819
Luray,38.665,-78.4547
South Riding,38.912,-77.5132
Pocahontas,37.3072,-81.3438
Pamplin City,37.2642,-78.682
Weyers Cave,38.2844,-78.9125
Woodlake,37.4216,-77.6783
Brookneal,37.0532,-78.9485
Blacksburg,37.23,-80.4279
Mason Neck,38.6556,-77.1819
Bull Run,38.7802,-77.5204
Triangle,38.5483,-77.3195
Capron,36.7092,-77.2013
Burkeville,37.1879,-78.2012
Rural Retreat,36.900999999999996,-81.2765
Dendron,37.0364,-76.92399999999999
Dunn Loring,38.8945,-77.2315
Dooms,38.1027,-78.8495
Cedar Bluff,37.0876,-81.7632
Shipman,37.7272,-78.8423
Cave Spring,37.2254,-80.0073
Bon Air,37.5187,-77.5713
Belview,37.1687,-80.51100000000001
Passapatanzy,38.2941,-77.3267
The Plains,38.8622,-77.7743
Ivor,36.9052,-76.8978
Exmore,37.5295,-75.8283
Plum Creek,37.1267,-80.5048
Stafford Courthouse,38.417,-77.4207
Norton,36.9314,-82.6262
Ashburn,39.03,-77.4711
Clintwood,37.1507,-82.4568
Prices Fork,37.207,-80.4852
Parrott,37.2168,-80.6241
Wachapreague,37.6064,-75.6899
Brightwood,38.4132,-78.188
New Kent,37.5095,-76.9862
Mantua,38.8526,-77.2571
Nellysford,37.913000000000004,-78.8828
Chester Gap,38.8534,-78.1325
North Shore,37.0778,-79.6518
Fort Hunt,38.7361,-77.0589
Baskerville,36.6844,-78.2732
Fort Chiswell,36.9444,-80.9577
Kilmarnock,37.7118,-76.3834
Wise,36.9767,-82.5809
McNair,38.9513,-77.4116
Dranesville,38.9955,-77.3693
Low Moor,37.7944,-79.8706
Vansant,37.2358,-82.096
Innsbrook,37.6552,-77.5775
Chamberlayne,37.628,-77.4288
Saxis,37.9261,-75.7224
Manassas Park,38.7718,-77.445
Stanleytown,36.7512,-79.9521
Virginia Beach,36.7335,-76.0435
Painter,37.5852,-75.7837
Christiansburg,37.1411,-80.4028
Glen Lyn,37.3727,-80.858
Rivanna,37.9945,-78.3788
Belspring,37.1938,-80.6097
Great Falls,39.010999999999996,-77.3013
Ravensworth,38.8032,-77.2223
Ferrum,36.9313,-80.0149
Lake Holiday,39.3092,-78.3245
Makemie Park,37.9106,-75.5845
Massanutten,38.4114,-78.727
Independent Hill,38.6404,-77.40899999999999
Centreville,38.8391,-77.4388
Raven,37.0937,-81.8601
Remington,38.5346,-77.8083
Bull Run Mountain Estates,38.9106,-77.6638
Captains Cove,38.0003,-75.4173
Mountain Road,36.7585,-78.98899999999999
East Lexington,37.8009,-79.416
Blackstone,37.0821,-78.0029
King and Queen Court House,37.6683,-76.8782
Greenbackville,38.0105,-75.3869
Penhook,36.9905,-79.6318
King William,37.6882,-77.0212
Big Island,37.5351,-79.3615
Castlewood,36.8782,-82.2878
Dahlgren Center,38.34,-77.0324
Seven Mile Ford,36.8128,-81.6294
Accomac,37.7196,-75.6673
Montross,38.0941,-76.8229
Fair Lakes,38.853,-77.3885
Dumbarton,37.613,-77.5065
Hiwassee,36.9682,-80.7044
Smeltertown,38.5524,-106.0085
Bethune,39.3038,-102.4234
Divide,38.945,-105.1619
City of Creede,37.8488,-106.9252
Ward,40.0726,-105.5136
La Junta Gardens,38.0014,-103.5549
Sugarloaf,40.0189,-105.4078
Walsh,37.3861,-102.2801
Valmont,40.0341,-105.2058
Hasty,38.1063,-102.956
Holyoke,40.5826,-102.2985
St. Ann Highlands,39.9873,-105.4557
Gleneagle,39.0453,-104.8288
Columbine,39.5879,-105.0694
Keenesburg,40.1111,-104.5041
Cathedral,38.0836,-107.0306
Columbine Valley,39.5993,-105.035
Ordway,38.2209,-103.7567
Segundo,37.1225,-104.7396
Coal Creek,38.361999999999995,-105.1417
El Moro,37.2349,-104.4492
Crested Butte,38.8676,-106.9772
Commerce City,39.8643,-104.8433
La Junta,37.9796,-103.5473
Guffey,38.7591,-105.5024
Fleming,40.6818,-102.8395
Rico,37.6892,-108.0318
Idalia,39.7029,-102.2938
Kremmling,40.0565,-106.3782
Montezuma,39.5817,-105.8681
Leyner,40.0511,-105.1073
Green Mountain Falls,38.9343,-105.0237
Red Feather Lakes,40.8071,-105.5864
Stratmoor,38.7731,-104.7787
Stonegate,39.5357,-104.8032
Saguache,38.0862,-106.1407
Seven Hills,40.0361,-105.3323
Vail,39.6386,-106.3608
Floyd Hill,39.7241,-105.4306
Crisman,40.0416,-105.3674
Hidden Lake,40.1055,-105.4777
Cokedale,37.1445,-104.6217
Maybell,40.5191,-108.0889
Air Force Academy,38.9942,-104.8639
Allenspark,40.2099,-105.5112
Kim,37.2471,-103.3533
Campo,37.1046,-102.5787
Stonewall Gap,37.1605,-105.0342
Alamosa East,37.4767,-105.8396
Roxborough Park,39.4492,-105.0746
Larkspur,39.2318,-104.8923
Snowmass Village,39.2203,-106.9393
Aguilar,37.4036,-104.655
Wray,40.0799,-102.2278
Todd Creek,39.9795,-104.8726
Dotsero,39.6463,-107.054
Altona,40.1254,-105.2923
Towaoc,37.2126,-108.7265
Holly,38.0554,-102.1247
Cherry Hills Village,39.6375,-104.9481
Shaw Heights,39.8566,-105.039
Mountain Meadows,40.027,-105.3832
Cattle Creek,39.4667,-107.2599
Walsenburg,37.6307,-104.7818
Ouray,38.0276,-107.6734
Cripple Creek,38.7461,-105.184
Northglenn,39.9107,-104.9783
Ault,40.5893,-104.7392
Collbran,39.2401,-107.9638
Kit Carson,38.7629,-102.7954
Norrie,39.328,-106.6562
Sawpit,37.9947,-108.0022
Colorado Springs,38.8674,-104.7606
Olathe,38.6084,-107.9827
Redvale,38.1761,-108.4126
Milliken,40.3113,-104.8562
Holly Hills,39.6679,-104.9218
Raymer,40.6077,-103.8444
North Washington,39.8085,-104.9792
Moffat,38.001999999999995,-105.9055
Fulford,39.5166,-106.6576
Julesburg,40.9851,-102.2626
Dakota Ridge,39.6194,-105.1341
Southern Ute,37.0749,-107.5933
Grand View Estates,39.5439,-104.8189
Sugar City,38.2328,-103.6634
Manitou Springs,38.8576,-104.9127
Hugo,39.1361,-103.4735
Downieville-Lawson-Dumont,39.7662,-105.6126
Merino,40.4847,-103.3537
No Name,39.5597,-107.29299999999999
Aspen Park,39.5423,-105.2968
Mulford,39.4064,-107.166
Telluride,37.9365,-107.8264
Applewood,39.7524,-105.1604
Gunnison,38.5455,-106.9226
Johnson Village,38.812,-106.1071
Swink,38.0142,-103.6282
Seibert,39.298,-102.8695
Hot Sulphur Springs,40.0748,-106.1025
Silverthorne,39.6564,-106.0871
Woody Creek,39.2709,-106.8884
Fruita,39.154,-108.7286
Saddle Ridge,40.3134,-103.8023
Aspen,39.1948,-106.837
Salida,38.53,-105.9984
Berthoud,40.3061,-105.0404
Minturn,39.546,-106.3873
Otis,40.1501,-102.9621
Poncha Springs,38.5131,-106.0962
Blende,38.2469,-104.5692
La Salle,40.3484,-104.7062
Eldorado Springs,39.9367,-105.2625
Florissant,38.9445,-105.2899
Firestone,40.1563,-104.9495
Jackson Lake,40.3756,-104.0711
Gold Hill,40.0597,-105.4189
Yuma,40.1239,-102.7164
Del Norte,37.6784,-106.3539
Monte Vista,37.5788,-106.1503
Fairplay,39.2245,-105.9959
Weldona,40.3483,-103.9693
Colona,38.3274,-107.7795
Nucla,38.2664,-108.5488
Aristocrat Ranchettes,40.1096,-104.7549
Comanche Creek,39.615,-104.3268
Timnath,40.5332,-104.9605
Salt Creek,38.2389,-104.5881
Sherrelwood,39.839,-105.0014
Naturita,38.2186,-108.5683
Orchard Mesa,39.0363,-108.5172
Castle Pines,39.4625,-104.8706
Wiggins,40.2289,-104.072
Eads,38.4813,-102.7798
Orchard City,38.814,-107.9708
Aetna Estates,39.7381,-104.6732
San Acacio,37.2086,-105.5667
Ponderosa Park,39.3986,-104.6355
Haxtun,40.6415,-102.6295
Hartman,38.1211,-102.2216
Ophir,37.8568,-107.8289
Bark Ranch,40.1156,-105.4416
Manzanola,38.1088,-103.8669
Laird,40.0819,-102.102
Hotchkiss,38.7991,-107.7137
Tall Timber,40.0151,-105.3498
Blue Sky,40.3001,-103.8056
Crestone,37.9945,-105.6963
Westcliffe,38.134,-105.4654
Durango,37.2744,-107.8703
Woodmoor,39.1063,-104.8456
Silver Plume,39.6955,-105.7266
Gerrard,37.6783,-106.5752
Dinosaur,40.2405,-109.0086
Kiowa,39.3436,-104.458
Nunn,40.7132,-104.7884
Rock Creek Park,38.7011,-104.8346
Padroni,40.7818,-103.1733
Kittredge,39.6593,-105.3045
De Beque,39.2879,-108.1952
Hoehne,37.2816,-104.389
Iliff,40.7584,-103.066
Limon,39.2652,-103.6852
Silver Cliff,38.1204,-105.4104
Ellicott,38.8256,-104.3829
Black Hawk,39.8044,-105.4946
Highlands Ranch,39.5419,-104.9708
Dacono,40.062,-104.9484
Meeker,40.0498,-107.8953
Greenwood Village,39.6152,-104.9131
Greeley,40.4151,-104.7705
Deer Trail,39.6157,-104.0435
Dove Valley,39.5741,-104.8289
Wiley,38.1554,-102.7193
Eckley,40.1126,-102.4885
Glenwood Springs,39.5455,-107.3347
Fraser,39.9303,-105.8031
Alamosa,37.4755,-105.87700000000001
North La Junta,37.9985,-103.5228
Starkville,37.1167,-104.5232
Pine Brook Hill,40.047,-105.3103
Red Cliff,39.5094,-106.3706
Hayden,40.4852,-107.2423
Beulah Valley,38.0664,-104.9785
La Veta,37.5086,-105.0086
Rocky Ford,38.0499,-103.7227
Sheridan Lake,38.4667,-102.2941
Rifle,39.5362,-107.772
Lochbuie,40.0119,-104.7271
Pritchett,37.37,-102.8587
Blanca,37.4393,-105.5134
Sedgwick,40.9351,-102.5257
Cotopaxi,38.374,-105.6911
Piedra,37.4418,-107.1684
Olney Springs,38.1663,-103.9445
Silt,39.5478,-107.6536
Fort Garland,37.4279,-105.435
Castle Pines Village,39.4418,-104.897
Phippsburg,40.2301,-106.9509
Branson,37.0156,-103.8838
Vona,39.3023,-102.7435
Berkley,39.8045,-105.0281
Flagler,39.2955,-103.0767
Bow Mar,39.6253,-105.0511
Foxfield,39.5881,-104.7857
Longmont,40.169000000000004,-105.0996
Ignacio,37.1182,-107.6375
Morgan Heights,40.2874,-103.8275
Redlands,39.0885,-108.6581
Manassa,37.1738,-105.9372
Leadville,39.2467,-106.2935
Arriba,39.2841,-103.2739
Louviers,39.4799,-105.0033
Cascade-Chipita Park,38.9433,-105.0025
Conejos,37.0873,-106.016
Granby,40.0657,-105.9195
Battlement Mesa,39.4505,-108.0068
Cañon City,38.4429,-105.2204
Redstone,39.1839,-107.2407
Upper Bear Creek,39.6319,-105.4154
Black Forest,39.0608,-104.6752
Rangely,40.0863,-108.7792
Trail Side,40.2493,-103.8432
Bonanza Mountain Estates,39.9768,-105.4798
Hillrose,40.3248,-103.5222
Steamboat Springs,40.4774,-106.8233
The Pinery,39.4461,-104.7592
Rollinsville,39.9232,-105.5136
Granada,38.063,-102.3117
Edwards,39.6215,-106.6183
Kirk,39.6127,-102.59200000000001
Idaho Springs,39.7445,-105.5
Broomfield,39.9541,-105.0527
Perry Park,39.2595,-104.9824
Cheyenne Wells,38.8192,-102.3521
Niwot,40.098,-105.1552
Grand Lake,40.2504,-105.8237
Ken Caryl,39.5769,-105.1138
Security-Widefield,38.7489,-104.7142
Pagosa Springs,37.2675,-107.0301
Heeney,39.8711,-106.3001
Peyton,39.033,-104.4904
Loghill Village,38.1962,-107.779
Joes,39.6559,-102.6786
Eldora,39.9536,-105.57799999999999
Crook,40.8589,-102.8014
Lazy Acres,40.0837,-105.3312
Derby,39.8401,-104.9171
Las Animas,38.0695,-103.2236
Estes Park,40.3703,-105.5222
Federal Heights,39.8651,-105.0154
Basalt,39.3663,-107.0413
Parachute,39.45,-108.0549
Paragon Estates,39.9802,-105.1812
Leadville North,39.26,-106.3112
Lone Tree,39.5309,-104.87100000000001
Gunbarrel,40.0634,-105.1714
Calhan,39.0345,-104.2991
McCoy,39.9143,-106.7258
East Pleasant View,39.7278,-105.1572
Log Lane Village,40.2701,-103.8295
Yampa,40.153,-106.9085
Loveland,40.4167,-105.0622
Evans,40.366,-104.7389
Paonia,38.8698,-107.5915
Peoria,39.6649,-104.1456
Dove Creek,37.7669,-108.9071
Penrose,38.4213,-105.0004
Bonanza,38.2966,-106.1419
Mount Crested Butte,38.9085,-106.9587
Frederick,40.1095,-104.96700000000001
Fowler,38.1296,-104.0255
Fort Carson,38.7403,-104.7841
Gilcrest,40.2842,-104.78200000000001
West Pleasant View,39.732,-105.1785
Two Buttes,37.5607,-102.3966
Fort Lupton,40.0841,-104.8021
Brick Center,39.6001,-104.4579
Dillon,39.621,-106.0386
Tabernash,39.9789,-105.8444
Palmer Lake,39.1156,-104.9051
Idledale,39.6689,-105.2431
Pueblo West,38.3551,-104.7266
Antonito,37.0766,-106.0103
Watkins,39.6971,-104.5787
Haswell,38.4525,-103.1649
Eaton,40.5257,-104.713
Cimarron Hills,38.8597,-104.6995
El Jebel,39.4051,-107.09200000000001
Acres Green,39.5558,-104.8957
Romeo,37.1718,-105.9854
Vilas,37.3737,-102.4474
Genesee,39.6873,-105.2719
Chacra,39.577,-107.4509
Fort Morgan,40.2539,-103.7919
Severance,40.5269,-104.8642
Mancos,37.3466,-108.2939
Gypsum,39.6286,-106.9334
Catherine,39.4017,-107.133
Brush,40.2581,-103.6321
Franktown,39.3906,-104.7486
Westcreek,39.1498,-105.1626
Dolores,37.474000000000004,-108.4998
Welby,39.8403,-104.9655
Arboles,37.0201,-107.4222
Lynn,37.4219,-104.6431
Fort Collins,40.5475,-105.0651
Peetz,40.9619,-103.1143
Simla,39.1408,-104.0824
Copper Mountain,39.4769,-106.2011
Cheraw,38.1078,-103.5112
Wheat Ridge,39.7727,-105.1028
Cedaredge,38.8942,-107.9255
El Dorado Hills,38.675,-121.04899999999999
Lemon Cove,36.379,-119.0312
Dillon Beach,38.2436,-122.956
Patterson Tract,36.3795,-119.2956
Redcrest,40.3987,-123.9474
Madera,36.964,-120.0803
Brooktrails,39.4429,-123.3963
Geyserville,38.7173,-122.9034
Amador City,38.419000000000004,-120.8232
Vallejo,38.1133,-122.2359
Scotts Valley,37.0555,-122.0118
Fish Camp,37.4797,-119.6374
Rowland Heights,33.9716,-117.8911
North San Juan,39.3718,-121.10600000000001
Mountain Mesa,35.6411,-118.4047
Shafter,35.4794,-119.2013
Bombay Beach,33.3548,-115.7306
Avocado Heights,34.0381,-118.0026
Dunnigan,38.8926,-121.9741
Randsburg,35.368,-117.6607
Granite Hills,32.8033,-116.9056
Burlingame,37.586,-122.3669
Keddie,40.0059,-120.9525
Saticoy,34.2819,-119.1452
Spreckels,36.6247,-121.6465
South Whittier,33.9336,-118.0311
Boron,35.0164,-117.6659
Milpitas,37.434,-121.8921
El Sobrante,33.8724,-117.4624
Inyokern,35.6546,-117.8213
Rackerby,39.4261,-121.3542
Pajaro Dunes,36.8722,-121.8101
Adin,41.1964,-120.9494
Lake Nacimiento,35.7309,-120.8702
Fort Jones,41.6086,-122.8409
Rancho Cordova,38.574,-121.2523
Black Point-Green Point,38.111999999999995,-122.51899999999999
Manhattan Beach,33.8895,-118.3972
Montecito,34.4382,-119.6286
El Monte,34.0739,-118.0291
Bostonia,32.8189,-116.9479
Palo Cedro,40.5511,-122.2363
Woodacre,38.0052,-122.6384
Sugarloaf Mountain Park,35.8379,-118.6039
Willowbrook,33.9199,-118.2362
Los Berros,35.0809,-120.5451
Callender,35.048,-120.5759
Carmet,38.3743,-123.072
Yosemite Lakes,37.1886,-119.7723
Edmundson Acres,35.2273,-118.8233
Grenada,41.6406,-122.52600000000001
Buck Meadows,37.8127,-120.0653
Grimes,39.0742,-121.8988
Hayfork,40.561,-123.1299
Sierra City,39.574,-120.6297
Mission Hills,34.6861,-120.4405
Valley Acres,35.2087,-119.4106
Parksdale,36.9462,-120.0218
Graton,38.4376,-122.866
Traver,36.4526,-119.4824
Floriston,39.393,-120.0145
Lompico,37.1101,-122.0523
Hidden Meadows,33.2236,-117.1198
La Vina,36.8799,-120.1147
Bass Lake,37.328,-119.5668
Calimesa,33.9874,-117.0542
Thousand Palms,33.815,-116.3545
Modesto,37.6374,-121.0028
Pico Rivera,33.9902,-118.0888
East Rancho Dominguez,33.8949,-118.1956
Maricopa,35.0517,-119.4054
Ocotillo,32.7431,-116.00200000000001
Klamath,41.5322,-124.0063
Costa Mesa,33.6667,-117.9135
Oceano,35.1019,-120.609
Robinson Mill,39.4857,-121.3202
Colusa,39.2049,-122.0096
Hidden Valley Lake,38.8003,-122.5505
Caruthers,36.5399,-119.845
Potrero,32.6131,-116.6068
Laton,36.4338,-119.6916
Hiouchi,41.7937,-124.0661
Fuller Acres,35.3023,-118.9143
Herald,38.2913,-121.2318
Furnace Creek,36.4277,-116.8747
Lucerne Valley,34.4427,-116.9021
Redding,40.5698,-122.365
West Modesto,37.618,-121.0343
Golden Hills,35.1512,-118.5024
Santa Fe Springs,33.933,-118.0625
Fellows,35.178000000000004,-119.5472
Los Molinos,40.027,-122.0981
Banning,33.9461,-116.8991
Spring Valley Lake,34.4988,-117.2684
Valley Ford,38.3246,-122.9148
Plumas Eureka,39.7982,-120.6645
Westside,36.4042,-120.1344
East Quincy,39.9165,-120.9189
Rancho San Diego,32.7624,-116.9197
Bonadelle Ranchos-Madera Ranchos,36.9596,-119.8893
Teviston,35.929,-119.2783
Lagunitas-Forest Knolls,38.018,-122.6914
Pearsonville,35.8188,-117.8755
Casa de Oro-Mount Helix,32.764,-116.9687
La Quinta,33.6536,-116.2785
Big Bear City,34.2536,-116.7903
Chinese Camp,37.8703,-120.4443
San Jacinto,33.797,-116.9915
Carrick,41.4467,-122.3635
Meadow Vista,39.0029,-121.0304
Old Fig Garden,36.7989,-119.8051
Likely,41.2254,-120.5033
Sugarloaf Saw Mill,35.8343,-118.6166
Riverdale Park,37.6028,-121.0425
Tulelake,41.9533,-121.4753
Las Flores,33.5838,-117.6235
Biola,36.8006,-120.0199
Los Ranchos,35.2102,-120.6291
Livermore,37.6861,-121.7608
Diablo Grande,37.4006,-121.2699
Idyllwild-Pine Cove,33.7443,-116.7257
Morongo Valley,34.0724,-116.5627
Bermuda Dunes,33.7435,-116.2874
Copperopolis,37.9365,-120.6277
La Crescenta-Montrose,34.2323,-118.2353
Pine Canyon,36.1757,-121.1498
Signal Hill,33.8029,-118.1681
Stirling City,39.9064,-121.5361
Loma Rica,39.3204,-121.4038
Tamalpais-Homestead Valley,37.8793,-122.5382
March ARB,33.8888,-117.2777
Big Lagoon,41.1592,-124.1303
Muscoy,34.1548,-117.3482
West Covina,34.0555,-117.9112
Bellflower,33.888000000000005,-118.1271
Allensworth,35.8499,-119.3892
Lemon Hill,38.5172,-121.4573
Fort Dick,41.8663,-124.1526
Rancho Cucamonga,34.1248,-117.5666
Rio del Mar,36.9608,-121.8808
Agoura Hills,34.150999999999996,-118.7608
Dorris,41.9643,-121.9208
Lenwood,34.8861,-117.1078
Garberville,40.1003,-123.7948
Carmichael,38.6337,-121.323
Richvale,39.4937,-121.7507
New Cuyama,34.9421,-119.6806
Tomales,38.247,-122.9054
Anza,33.5679,-116.6967
Rodriguez Camp,35.809,-119.1388
Ballard,34.634,-120.1156
Jacumba,32.6278,-116.1827
Westley,37.5444,-121.2035
Romoland,33.7648,-117.1572
Santa Ana,33.7366,-117.8819
Moorpark,34.2855,-118.87700000000001
Graeagle,39.7572,-120.6486
Descanso,32.8696,-116.6279
Isleton,38.1617,-121.6051
Orange Cove,36.6211,-119.3188
Pollock Pines,38.7564,-120.5904
Macdoel,41.8256,-122.0058
West Sacramento,38.5557,-121.5504
San Geronimo,38.0067,-122.6634
Parlier,36.6085,-119.5435
Long Barn,38.0957,-120.1285
