Name,Average_User_Rating,User_Rating_Count,Price,In-app_Purchases,Developer,Age_Rating,Languages,Size,Original_Release_Date,Current_Version_Release_Date,Action,Adventure,Board,Card,Casual,Education,Entertainment,Family,Puzzle,Role Playing,Simulation,Sports,Other,desc_lengths,Difference_in_Days
Orient Express: The Train Simulator,3.0,657.0,0.0,['0.99'],AppMania,4.0,"EN, FR, DE, IT, RU",25035776.0,3613,1109,0,0,0,0,0,0,1,0,0,0,1,0,0,425,2504
Icy Escort,3.0,47338.0,0.99,['0.0'],Donut Games,4.0,EN,9214976.0,3613,721,0,0,0,0,0,0,0,1,0,0,0,0,0,1255,2892
Alice Greenfingers,3.5,1979.0,0.99,['0.0'],Donut Games,4.0,EN,9659320.0,3602,3182,0,0,0,0,0,0,1,0,0,0,1,0,0,1464,420
Space Control,2.5,654.0,0.99,['0.0'],Aleksejs Voloviks,4.0,EN,13483008.0,3600,316,0,0,0,0,1,0,1,0,0,0,0,0,0,409,3284
HIARCS Chess,4.0,213.0,9.99,['0.0'],Applied Computer Concepts Ltd.,4.0,"EN, DE",22864896.0,3596,309,0,0,1,0,0,1,0,0,0,0,0,0,0,4002,3287
Mobile Aquarium,3.0,15277.0,0.0,['0.99'],TLogic.de,4.0,EN,8482816.0,3584,1557,0,0,0,0,0,0,1,0,0,0,1,0,0,1504,2027
PUSHY lite,3.5,776.0,0.0,['0.0'],medienwerkstatt,4.0,"EN, FR, DE",64505856.0,3595,90,0,0,0,0,0,1,0,0,1,0,0,0,0,2729,3505
Ancient War,3.5,5378.0,0.0,['0.99'],Triniti Interactive Limited,12.0,EN,15120306.0,3574,2366,1,0,0,0,0,0,1,0,0,0,0,0,0,1236,1208
Backgammon NJ,4.0,2567.0,4.99,"['4.99', '2.99', '2.99']",Jimmy Hu,4.0,EN,21422080.0,3592,533,0,0,1,0,0,0,1,0,0,0,0,0,0,4114,3059
Pebble Command,2.5,29.0,0.0,['0.0'],Pavlos Tsochantaris,4.0,EN,35214336.0,3592,855,1,0,0,0,0,0,1,0,0,0,0,0,0,825,2737
Yahoo Fantasy Football & more,3.5,199585.0,0.0,['0.0'],Yahoo,17.0,"AR, BN, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, DE, EL, GU, HE, HI, HU, ID, GA, IT, JA, KN, KO, LV, LT, MS, ML, MR, NB, PL, PT, RO, RU, SR, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, UR, VI",145777664.0,3585,-24,0,0,0,0,0,0,0,0,0,0,0,1,0,1401,3609
Chess - Play & Learn,4.5,143719.0,0.0,"['99.99', '6.99', '14.99', '29.99', '49.99', '4.99']",Chess.com,4.0,"AF, SQ, AR, HY, AZ, EU, BE, BN, BS, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, GL, KA, DE, EL, HE, HI, HU, IS, ID, GA, IT, JA, KN, KK, KO, LV, LT, MK, MS, NE, NB, PS, FA, PL, PT, PA, RO, RU, SR, ZH, SI, SK, SL, ES, SW, SV, TG, TA, TE, TH, ZH, TR, TK, UK, UR, UZ, VI",109671424.0,3534,-21,0,0,1,0,0,0,1,0,0,0,0,0,0,2464,3555
DodgeDot,3.0,4289.0,0.0,['0.0'],"Jampaq, Inc.",4.0,EN,24214528.0,3561,667,0,0,0,0,1,0,1,0,0,0,0,0,0,4229,2894
Mummy: Tomb of the Lost Souls FREE,3.0,178.0,0.0,['0.0'],Richard Nguyen,4.0,EN,11965728.0,3514,2913,0,0,0,0,0,0,1,0,1,0,0,0,0,729,601
Cannon Siege,3.0,694.0,0.0,['0.0'],Chad Towns,12.0,EN,7587880.0,3565,2660,0,0,0,0,1,0,1,0,0,0,0,0,0,1028,905
Slideswipe,5.0,6.0,0.99,['0.0'],Plannerhead,4.0,"EN, FR, DE, IT, ES",19798016.0,3380,1002,0,0,0,0,0,1,0,0,0,0,0,0,0,1593,2378
Cows In Space,3.0,46861.0,0.99,['0.0'],Donut Games,4.0,EN,8752128.0,3577,721,0,0,0,0,0,0,0,1,0,0,0,0,0,1154,2856
Fare City: Taxi Mania,3.5,1639.0,0.99,['0.0'],Finkly Interactive,4.0,EN,35438592.0,3576,1269,0,0,0,0,0,0,0,1,0,0,0,0,0,1941,2307
Cartoon Wars Lite,4.0,148144.0,0.0,['0.0'],BLUE,12.0,EN,12429966.0,3575,2916,0,1,0,0,0,0,0,0,0,0,0,0,0,2191,659
Bloons TD,4.0,7950.0,2.99,['0.0'],Ninja Kiwi,4.0,EN,8432232.0,3560,2407,0,0,0,0,1,0,0,0,0,0,0,0,0,1385,1153
IpickMega,0.0,0.0,0.99,['0.0'],"Avruk, LLC",4.0,EN,1612800.0,3570,867,0,0,0,0,0,0,1,0,0,0,0,0,1,756,2703
Igowin Tutor,3.5,517.0,0.0,['0.0'],Smart Games,4.0,EN,22585344.0,3570,1929,0,0,1,0,0,0,0,0,0,0,0,0,0,868,1641
MILLIONAIRE TYCOON\u2122,3.5,4049.0,0.99,"['0.99', '0.99']",Savy Soda,4.0,"ZH, EN, FR, IT, JA, KO, PT, RU",49016832.0,3565,1324,0,0,1,0,0,0,0,0,0,0,0,0,1,2559,2241
Tic Tac Toe 3-in-a-row,3.0,345.0,0.0,"['0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99']",Courtney & Company,4.0,EN,5614592.0,3562,441,0,0,1,0,0,0,1,0,0,0,0,0,0,506,3121
Chain Rxn Free,3.5,7499.0,0.0,['0.0'],Zwigglers Mobile,4.0,EN,1978912.0,3522,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,464,290
Trump It,1.5,18.0,0.0,['0.0'],Added Entertainment Ltd,4.0,EN,75976704.0,3513,217,0,0,0,1,0,0,1,0,0,0,0,0,0,2024,3296
Titanic Rescue,3.0,38008.0,0.99,['0.0'],Donut Games,4.0,EN,7494656.0,3556,714,0,0,0,0,0,0,0,1,0,0,0,0,0,710,2842
Ninja TD Lite,3.5,3650.0,0.0,['0.0'],Crazy Carpenter,4.0,EN,16141677.0,3554,3395,1,0,0,0,0,0,0,0,0,0,0,0,0,1224,159
MILLIONAIRE TYCOON\u2122 : Free Realestate Trading Strategy Board Game,3.0,17680.0,0.0,['0.0'],Savy Soda,4.0,"ZH, EN, FR, IT, JA, KO, PT, RU",52412416.0,3508,1090,0,0,1,0,0,0,1,0,0,0,0,0,0,1621,2418
Chicken Chess,3.5,7.0,0.0,['0.0'],Vaibhav Electronics Pvt Ltd,4.0,EN,9431040.0,3533,240,0,0,1,0,0,0,1,0,0,0,0,0,0,824,3293
Earth Alliance: Earth Defense,0.0,0.0,0.0,['0.99'],Nebula Softworlds,9.0,EN,67878912.0,3532,681,0,0,0,0,0,0,1,0,0,0,1,0,0,945,2851
Gypsy Cards,3.0,166.0,0.0,['0.0'],Evermagica,9.0,EN,16702740.0,3548,3241,0,0,0,1,0,0,1,0,0,0,0,0,0,1266,307
Missile Pod Launcher,2.0,868.0,0.0,['0.0'],Belprog Belprog,12.0,EN,15370240.0,3541,1173,0,0,0,0,1,0,1,0,0,0,0,0,0,354,2368
Stone Wars,3.5,10785.0,0.0,['1.99'],EpicForce Entertainment Ltd.,12.0,"EN, FR, DE, JA, ES",52757132.0,3492,2434,1,0,0,0,0,0,1,0,0,0,0,0,0,1069,1058
Catan Classic,4.0,17440.0,4.99,"['4.99', '9.99', '4.99', '1.99', '1.99']",USM,4.0,"NL, EN, FR, DE, PT, ES",888494080.0,3538,173,0,0,1,0,0,0,1,0,0,0,0,0,0,3782,3365
Solve Sudoku FREE,2.5,234.0,0.0,['0.0'],Procypher Software Co.,4.0,EN,1098368.0,3527,3498,0,0,0,0,0,0,0,0,1,0,0,0,0,572,29
TowerMadness Zero,4.0,95466.0,0.0,"['1.99', '1.99', '1.99', '2.99', '1.99', '1.99', '1.99', '1.99', '1.99', '5.99']",Limbic Software,9.0,"EN, DE",58547200.0,3538,485,0,0,0,0,0,0,0,0,1,0,0,0,0,2056,3053
Vikings\u2122 Free,2.5,295.0,0.0,['0.0'],"Entertaining Games, Inc.",9.0,EN,5336201.0,3439,3439,0,0,0,0,0,0,1,0,0,1,0,0,0,2003,0
Galaxy Trek,4.0,178.0,0.99,['0.0'],George Dimidik,4.0,EN,9961472.0,3530,1616,0,0,0,0,0,0,0,0,0,1,0,0,0,2355,1914
King of Dragon Pass,5.0,960.0,9.99,['0.0'],"A Sharp, LLC",12.0,EN,364954624.0,3061,258,0,0,0,0,0,0,1,0,0,1,0,0,0,2522,2803
Bad Apples,3.0,3284.0,0.0,['0.99'],Metaversal Studios,4.0,EN,34713600.0,3453,2051,0,0,0,0,0,0,0,0,1,0,0,0,0,742,1402
Sudoku Scrapbook,4.0,63.0,2.99,['0.0'],Mighty Mighty Good Games,4.0,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",27623424.0,3513,764,0,0,0,0,0,0,0,0,1,0,0,0,0,605,2749
Handgun FREE,2.0,849.0,0.0,['0.0'],Belprog Belprog,17.0,EN,16375808.0,3533,1187,1,0,0,0,0,0,1,0,0,0,0,0,0,329,2346
Fare City: Taxi Mania FREE,3.5,532.0,0.0,['0.0'],Finkly Interactive,4.0,EN,30134272.0,3533,1269,0,0,0,0,0,0,0,1,0,0,0,0,0,2331,2264
Art Of War 2: Global Confederation,3.0,746.0,0.0,['0.0'],Gear Games,9.0,"EN, RU",12349649.0,3521,3026,0,0,1,0,0,0,0,0,0,0,0,0,0,2141,495
Orbital Free,4.0,3910.0,0.0,['0.0'],bitforge Ltd,4.0,"EN, FR, DE, IT, ES",22872064.0,3501,1535,0,0,0,0,0,0,1,0,1,0,0,0,0,1912,1966
Arctopia: A Puzzle Game,4.0,118.0,0.0,['0.0'],Alexander Williams,4.0,"EN, FR",11697152.0,3530,489,0,0,0,0,0,0,1,0,1,0,0,0,0,1440,3041
"""Traveler's Quest""",4.0,486.0,0.0,"['4.99', '2.99', '34.99', '2.99', '0.99', '0.99', '1.99', '24.99', '1.99', '2.99']",Kitty Code,12.0,EN,283385856.0,3507,-27,0,0,0,0,0,0,0,1,0,0,0,0,1,4663,3534
2012 Tumble,3.5,884.0,0.0,['0.99'],Rich Olson,9.0,EN,1250034.0,3520,3520,0,0,0,0,0,0,1,0,1,0,0,0,0,750,0
Runway Free,3.0,80790.0,0.0,['0.0'],Rahul Biswas,4.0,EN,36204544.0,3521,2071,0,0,0,0,0,0,0,0,0,1,0,0,1,1239,1450
DropZap,3.0,1419.0,0.99,['0.0'],Amir Michail,4.0,EN,29578240.0,3520,1310,0,0,0,0,0,0,1,0,1,0,0,0,0,2639,2210
Furballs!,3.5,30.0,0.99,['0.0'],"Freecloud Design, Inc.",9.0,EN,63169536.0,3520,782,0,0,0,0,1,0,1,0,0,0,0,0,0,1554,2738
"""Tap 'n' Pop Arcade: Group Remove""",3.0,297.0,1.99,['0.0'],"Software River Solutions, Inc",4.0,EN,3898368.0,3519,1017,0,0,0,0,0,0,1,0,1,0,0,0,0,987,2502
Pinochle Plus,4.0,893.0,3.99,['0.0'],fishdog.net,4.0,"EN, DE",43512832.0,3482,-30,0,0,0,1,0,0,1,0,0,0,0,0,0,2004,3512
Solo Noble - Peg Solitaire - Free,2.5,240.0,0.0,['0.99'],iKreeda Games,4.0,EN,6322647.0,3515,3194,0,0,1,0,0,0,0,0,0,0,0,0,0,1628,321
Pok\xe9 Dexter - Generation I to VI,3.0,1471.0,0.99,['0.0'],iVenus,4.0,"EN, FR",331237376.0,3507,1381,0,1,0,0,0,0,0,0,0,0,0,0,1,1479,2126
Age of Conquest: North America,3.5,123.0,3.99,['0.0'],Noble Master LLC,12.0,EN,36946944.0,3514,264,0,0,1,0,0,0,1,0,0,0,0,0,0,869,3250
Jewel Lines Lite,2.5,6630.0,0.0,['0.0'],"Software River Solutions, Inc",4.0,EN,8592384.0,3514,666,0,0,0,0,0,0,1,0,1,0,0,0,0,751,2848
Termite,3.5,158.0,0.0,['0.99'],Milan Toth,4.0,EN,1202176.0,3514,174,1,0,0,0,0,0,0,0,0,0,0,0,0,619,3340
"""Tap 'n' Pop Arcade: Group Remove (FREE)""",2.5,3183.0,0.0,['0.0'],"Software River Solutions, Inc",4.0,EN,6794240.0,3508,1015,0,0,0,0,0,0,1,0,1,0,0,0,0,1212,2493
T-Bomb,0.0,0.0,1.99,['0.0'],"JS Digital Productions, Inc.",9.0,EN,12795904.0,3480,433,0,0,0,0,0,0,1,0,1,0,0,0,0,1193,3047
Trenches,4.0,26674.0,0.99,['0.0'],"Catapult Consulting, LLC",17.0,EN,37340259.0,3478,2400,1,0,0,0,0,0,1,0,0,0,0,0,0,4077,1078
Solitaire Classic,3.5,17409.0,0.0,"['3.99', '1.99', '1.99']",Iversoft Solutions,4.0,"EN, FR, DE, RU",211776512.0,3504,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,1412,3506
Fragmental 3D - Build Lines with Falling Blocks!,4.0,84.0,0.99,['0.0'],Aesthetic Interactive,4.0,EN,7619584.0,3498,1337,0,0,0,0,0,0,1,0,1,0,0,0,0,497,2161
ShotTacToe,5.0,7.0,0.99,['0.0'],Phone Bros,17.0,EN,13151232.0,3501,1014,0,0,1,0,0,0,1,0,0,0,0,0,0,787,2487
European War,3.5,286.0,0.99,['0.0'],EASY Inc.,9.0,EN,14863724.0,3495,3088,0,0,1,0,0,0,1,0,0,0,0,0,0,1341,407
Catch-21,3.0,1620.0,0.0,['0.0'],Game Show Network,4.0,EN,11439792.0,3484,2584,0,0,0,1,0,0,0,0,0,0,0,0,0,3710,900
TapOut by Tapjoy,3.5,37435.0,0.0,['0.0'],TapJoy,4.0,EN,11333632.0,3492,1654,0,0,0,0,0,0,1,0,1,0,0,0,0,485,1838
Red Conquest! (Episodes 1 & 2!),4.0,532.0,0.99,['0.0'],Cat in a Box Games,12.0,EN,19387392.0,3490,1218,0,0,0,0,0,0,1,0,0,0,1,0,0,1824,2272
Alien Antigens Lite,2.0,18.0,0.0,['0.0'],Twisted Noodle llc,4.0,EN,6556139.0,3487,3424,0,0,0,0,0,0,1,0,1,0,0,0,0,734,63
Shredder Chess Lite,4.0,836.0,0.0,['0.0'],"Eiko Bleicher, Skizzix.com",4.0,"EN, DE",24859648.0,3484,651,0,0,1,0,0,1,0,0,0,0,0,0,0,2158,2833
Home Sweet Home LITE,3.5,13618.0,0.0,['2.99'],Big Blue Bubble,4.0,EN,25593921.0,3492,2427,0,0,0,0,0,0,0,0,0,0,1,0,1,1568,1065
Six Logic: Use your Brain!,4.0,64.0,0.99,['0.0'],Horacio Jimenez,4.0,"EN, ES",53878784.0,3488,1742,0,0,0,0,0,0,1,0,1,0,0,0,0,938,1746
Zen Wars,4.0,184.0,0.99,"['0.99', '0.99']",subzero.eu,9.0,"EN, FR, DE, JA, ZH",56263680.0,2883,618,0,0,0,0,1,0,1,0,0,0,0,0,0,2547,2265
3 Boxes,2.5,310.0,0.0,['0.99'],Jan Mazurczak,4.0,EN,26754048.0,3485,792,0,0,0,0,0,0,1,0,1,0,0,0,0,684,2693
Age of Conquest: Asia,3.5,92.0,2.99,['0.0'],Noble Master LLC,12.0,EN,37567488.0,3487,264,0,0,1,0,0,0,1,0,0,0,0,0,0,851,3223
Strimko Lite,3.5,324.0,0.0,['0.0'],"Puzzlium, Inc.",4.0,"EN, JA, ES",13945969.0,3485,2812,0,0,0,0,0,0,0,0,1,0,0,0,0,3297,673
Rogue Planet - FREE,3.5,1736.0,0.0,['0.0'],Agharta Studio,9.0,"EN, FR, DE, IT, JA, ES",80186242.0,3484,3484,1,0,0,0,0,0,0,0,0,0,0,0,0,1151,0
Fragmental 3D Lite - Build Lines with Falling Blocks!,2.5,1377.0,0.0,['0.0'],Aesthetic Interactive,4.0,EN,7988224.0,3479,1337,0,0,0,0,0,0,1,0,1,0,0,0,0,572,2142
"""Gerry's Pegs""",2.0,6.0,0.99,['0.0'],Gerry Beggs,4.0,"EN, FR",13468672.0,3482,963,0,0,1,0,0,0,0,0,0,0,0,0,0,844,2519
Merchant,3.5,96.0,0.0,"['2.99', '3.99', '0.99', '0.99', '9.99', '3.99', '6.99', '3.99', '0.99', '0.99']",Oberon Interactive,4.0,EN,52686848.0,1847,1630,0,0,0,0,0,0,0,0,0,0,1,0,1,1136,217
European War Lite,3.5,1739.0,0.0,['0.0'],EASY Inc.,9.0,"EN, JA, ZH, ZH",14912432.0,3471,3088,0,0,0,0,0,0,0,0,0,0,1,0,0,1184,383
Instant Chess,4.0,1009.0,0.0,"['1.99', '1.99', '8.49', '3.99', '0.99', '1.99', '7.99']",InstantChess Ltd,4.0,"EN, RU",123698176.0,3473,166,0,0,1,0,0,0,0,0,0,0,0,0,1,2156,3307
Solve My Sudoku Penultimate,2.0,602.0,0.0,['0.0'],Bata Construction,4.0,"EN, FR, DE, IT, JA, ES",215840.0,3473,3072,0,0,0,0,0,0,1,0,1,0,0,0,0,119,401
Optia,4.0,1335.0,2.99,['0.0'],Beder Studios,4.0,EN,32712704.0,3473,507,0,0,0,0,0,0,1,0,1,0,0,0,0,1519,2966
Hipercubo,3.0,86.0,0.0,['0.0'],StudioAvante,4.0,"EN, PT",13109248.0,3460,897,0,0,0,0,0,0,1,0,1,0,0,0,0,1044,2563
2012 Zombies vs Aliens Warfare,3.5,37350.0,0.0,['0.0'],Infinidy Corp,12.0,EN,14556326.0,3461,2914,0,0,0,0,0,0,1,0,0,1,0,0,0,2738,547
Crazy Chess Random - BA.net,2.0,119.0,0.0,['0.0'],Jaime Garcia Ghirelli,4.0,EN,46803968.0,3472,154,0,0,1,0,0,1,0,0,0,0,0,0,0,1836,3318
Bungee Stickmen - Australian Landmarks {LITE +},3.0,1229.0,0.0,"['37.99', '199.99', '0.99']",Poulet Maison Ptd Ltd,12.0,"ZH, EN, FR, DE, IT, JA, ES",10781853.0,3458,3413,0,1,0,0,0,0,0,0,0,0,0,0,1,1414,45
Tic Tac Toe Countdown,3.5,14.0,0.0,['0.0'],Mikito Yoshiya,4.0,EN,9549824.0,3464,458,0,0,1,0,0,0,0,0,0,0,0,0,0,577,3006
Space Harvest,4.0,342.0,0.0,['0.0'],All-Seeing Interactive,9.0,EN,19326976.0,3445,558,1,0,0,0,0,0,0,0,0,0,0,0,0,1671,2887
Shark Attack Lite,3.0,254.0,0.0,['0.0'],The Clash Soft,4.0,EN,8296134.0,3437,2960,0,0,0,0,1,0,0,0,0,0,0,0,0,1156,477
Pinochle,4.5,10311.0,0.0,['0.0'],fishdog.net,4.0,"DA, NL, EN, FR, DE, NO, SV, TR",50140160.0,3429,13,0,0,0,1,0,0,1,0,0,0,0,0,0,1825,3416
Space Adventure,2.5,319.0,0.99,['0.0'],Aleksejs Voloviks,4.0,EN,47455232.0,3451,310,0,0,0,0,0,0,1,0,0,0,1,0,0,902,3141
M\xfc,4.0,98.0,2.99,['0.0'],House Full of Games,4.0,"EN, DE, PT, ES",11632640.0,3450,1695,0,0,0,1,0,0,1,0,0,0,0,0,0,1725,1755
Two Hearts,3.0,49.0,0.0,['0.0'],Abbacore LLC,9.0,EN,5049774.0,3425,3425,0,0,0,0,0,0,1,0,1,0,0,0,0,803,0
TankTigersES,3.5,307.0,0.0,['0.0'],RustyRaven,9.0,EN,16819162.0,3435,3326,1,0,0,0,0,0,0,0,0,0,0,0,0,1194,109
ADMIRAL : Battle for Uranium,3.0,41.0,2.99,['0.0'],S.MARSAULT,12.0,EN,47454208.0,3421,1007,0,0,0,0,0,0,1,0,0,0,1,0,0,1942,2414
Vile Haberdashery,3.0,11.0,0.0,['0.0'],Barking Dog Interactive,12.0,EN,19125248.0,3430,1301,0,0,0,0,0,0,1,0,0,1,0,0,0,2164,2129
Laser Chess,1.5,200.0,0.0,['0.0'],Modular Dreams Inc,4.0,EN,2651122.0,3380,3375,0,0,1,0,0,0,1,0,0,0,0,0,0,935,5
Worms 2: Armageddon,4.5,9908.0,4.99,"['0.99', '0.99']",Team17 Software Ltd,12.0,EN,529755136.0,3171,887,1,0,0,0,0,0,1,0,0,0,0,0,0,3930,2284
1 2 25,3.0,124.0,0.0,['0.0'],Scanraid Ltd,4.0,EN,1224994.0,3421,3421,0,0,0,0,0,0,1,0,1,0,0,0,0,2051,0
"""Akira Watanabe's TsumeShogi, intermediate course""",0.0,0.0,1.99,['0.0'],Mynavi Publishing Corporation,4.0,"EN, JA",5771264.0,3422,1379,0,0,1,0,0,0,1,0,0,0,0,0,0,947,2043
Taxi Gone Crazy,3.5,6381.0,0.0,['0.0'],Social Mobile Designs LLC,4.0,EN,6678875.0,3420,2294,1,0,0,0,0,0,1,0,0,0,0,0,0,527,1126
Sync-Ball,5.0,37.0,0.99,['0.0'],"Tozai, Inc.",4.0,EN,8821760.0,3404,606,0,0,0,0,0,1,0,0,1,0,0,0,0,1345,2798
Musket & Artillery: American Revolutionary War Lite,3.5,1456.0,0.0,['0.0'],EASY Inc.,9.0,"EN, FR, DE, JA, ZH, ES, ZH",27736030.0,3420,3072,0,0,1,0,0,0,1,0,0,0,0,0,0,1017,348
64andWomen,0.0,0.0,1.99,['0.0'],"Avruk, LLC",4.0,EN,8813568.0,3415,887,0,0,0,0,0,0,0,0,0,0,0,1,0,1509,2528
Bubble Shooter Classic,2.5,272.0,0.99,['0.99'],Absolutist Ltd,4.0,EN,10806272.0,3415,582,0,0,0,0,0,0,1,0,1,0,0,0,0,1865,2833
Chess+More,3.0,157.0,1.99,['0.0'],Joshua Minor,4.0,EN,12133376.0,3389,546,0,0,0,0,0,0,0,0,0,0,0,0,0,312,2843
Chicks,3.0,13433.0,0.0,['0.99'],Triniti Interactive Limited,4.0,EN,29326612.0,3384,2416,0,0,0,0,0,0,1,0,1,0,0,0,0,1145,968
Shogi Lv.100 (Japanese Chess),4.5,28.0,2.99,"['2.99', '11.99']",UNBALANCE Corporation,4.0,"EN, JA",23948288.0,3408,335,0,0,1,0,0,0,1,0,0,0,0,0,0,2223,3073
Mills And More Lite,3.0,17.0,0.0,['0.0'],MeganetSoft,4.0,"EN, HU",2708572.0,3407,3137,0,0,1,0,0,0,1,0,0,0,0,0,0,1324,270
TheBench,2.5,11.0,1.99,['0.0'],Panacea Technologies,4.0,EN,18437120.0,3410,100,0,0,0,0,0,0,0,0,0,0,0,1,0,485,3310
Chrome-8,4.5,8.0,0.0,['0.0'],LMH S\xe4flund AB,4.0,"EN, FR, JA, ZH",13504512.0,3409,807,0,0,0,0,0,0,1,0,1,0,0,0,0,765,2602
ESPN Tournament Challenge,4.0,45686.0,0.0,"['4.99', '4.99', '49.99', '49.99']",ESPN,4.0,EN,92408832.0,3398,113,0,0,0,0,0,0,0,0,0,0,0,1,0,3749,3285
River Tower Defence - Free tower defense games,2.5,1096.0,0.0,['0.0'],MystoneGame Inc,4.0,EN,70583296.0,3402,1013,1,0,0,0,0,0,1,0,0,0,0,0,0,348,2389
Mahjong!,3.0,203.0,1.99,['0.0'],POK,4.0,"EN, ZH, ZH",8246272.0,3395,48,0,0,0,1,0,0,0,0,0,0,0,0,0,3073,3347
Nuclear Defence,0.0,0.0,0.99,['0.0'],Gianluca Natalini,4.0,EN,34558976.0,3395,874,0,0,0,0,1,0,0,0,0,0,0,0,0,1076,2521
Lonpos Lite,2.5,39.0,0.0,['0.0'],Lonpos USA,4.0,EN,18537472.0,3392,226,0,0,0,0,0,1,0,0,1,0,0,0,0,2268,3166
Sudoku Tablet,2.5,2117.0,0.0,['4.99'],Heiko Hambrock,4.0,"EN, FR, DE, ES",18915328.0,3379,791,0,0,0,0,0,0,1,1,0,0,0,0,0,1387,2588
Spider Solitaire Classic,3.5,12215.0,0.0,"['3.99', '1.99', '1.99']",Iversoft Solutions,4.0,"EN, FR, DE",50012160.0,3392,-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1497,3414
Warlords: Call To Arms,3.5,6230.0,1.99,['0.99'],Greyhound Games,9.0,EN,12067083.0,3376,3233,1,0,0,0,0,0,1,0,0,0,0,0,0,2002,143
Worms HD,3.5,579.0,1.99,"['0.99', '0.99']",Team17 Software Ltd,12.0,EN,157129465.0,3380,2501,1,0,0,0,0,0,1,0,0,0,0,0,0,1410,879
Small World 2,4.0,1550.0,4.99,"['0.99', '0.99', '0.99']",Asmodee Digital,9.0,"NL, EN, FR, DE, JA, ES",257059840.0,3380,727,0,0,1,0,0,0,1,0,0,0,0,0,0,2735,2653
Fieldrunners for iPad,4.0,2303.0,3.99,['0.0'],"Subatomic Studios, LLC",9.0,EN,219693056.0,3380,785,1,0,0,0,0,0,1,0,0,0,0,0,0,2027,2595
Chinese Checkers Lite,4.0,1638.0,0.0,"['0.99', '0.99']",WildCard Classics Inc,4.0,EN,57462784.0,2984,1793,0,0,1,0,0,0,1,0,0,0,0,0,0,898,1191
Free Cell Classic,4.0,6839.0,0.0,['3.99'],Iversoft Solutions,4.0,"EN, FR, DE, RU",214619136.0,3385,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,1053,3387
"""Ada's Hospital""",3.0,2738.0,0.0,"['0.99', '0.99']",Triniti Interactive Limited,4.0,EN,10511989.0,3379,2724,0,0,0,0,0,0,1,0,0,0,1,0,0,1258,655
WORP HD - Next Gen Solitaire Puzzle,5.0,5.0,1.99,['0.0'],Maximilian Auer,4.0,"EN, DE",22065152.0,3380,981,0,0,1,0,0,0,1,0,0,0,0,0,0,3799,2399
SmartGo Kifu,4.5,227.0,19.99,['0.0'],"Smart Go, Inc.",4.0,"EN, FR, DE, JA, KO, RU, ZH, ES, ZH",64207872.0,3380,77,0,0,1,0,0,0,1,0,0,0,0,0,0,1359,3303
Touch Physics HD,4.0,184.0,2.99,['0.0'],Gamez 4 Touch,4.0,EN,17022757.0,3379,3107,0,0,0,0,0,0,1,0,1,0,0,0,0,2365,272
Tank Ace 1944 HD,2.5,16.0,1.99,['0.0'],RESETgame,12.0,EN,16104448.0,3380,1006,1,0,0,0,0,0,0,0,0,0,0,0,0,1905,2374
Shredder Chess for iPad,4.5,368.0,3.99,['0.0'],"Eiko Bleicher, Skizzix.com",4.0,"EN, DE",34542592.0,3380,990,0,0,1,0,0,1,0,0,0,0,0,0,0,1899,2390
Airport One,2.5,420.0,2.99,['0.0'],"Touch Art, s.r.o.",4.0,EN,62170112.0,3380,998,0,0,0,0,1,0,0,0,0,0,0,0,0,1302,2382
Fish Farm,3.5,24688.0,0.0,"['2.99', '0.99', '1.99', '3.99', '7.99']",bitbros Inc.,4.0,EN,39510016.0,3362,969,0,0,0,0,0,0,1,0,0,0,1,0,0,1266,2393
G.Blacksmith Lite,3.0,107.0,0.0,['0.0'],Crazy Carpenter,4.0,"EN, ZH, ZH",23666919.0,3378,3378,0,0,0,0,0,0,0,0,1,0,0,0,0,925,0
You & Me - Boxes Lite,2.5,15.0,0.0,['0.0'],Key Software Services Private Limited,4.0,"DA, EN, FI, FR, DE, IT, JA, PT, ZH, ES",3866624.0,3375,1732,0,0,0,0,0,0,1,0,1,0,0,0,0,730,1643
Succulent Expressions,0.0,0.0,1.99,['0.0'],Succulent Enterprises Inc.,17.0,EN,26766336.0,3376,1217,0,0,0,0,0,0,0,0,0,0,0,0,2,999,2159
Airport Madness Mobile,3.5,187.0,4.99,['0.0'],Fluik,9.0,EN,34923520.0,3359,936,0,0,0,0,0,0,1,0,0,0,1,0,0,1297,2423
"""Eric's Spider Solitaire Lite""",2.5,6147.0,0.0,['0.0'],Eric Snider,4.0,EN,54165504.0,3320,655,0,0,0,1,0,0,1,0,0,0,0,0,0,2051,2665
"""Eric's Spider Solitaire HD""",4.5,954.0,0.99,['0.0'],Eric Snider,4.0,EN,44658688.0,3372,644,0,0,0,1,0,0,1,0,0,0,0,0,0,1505,2728
